OI9847,Operational Impact,Environmental Performance,Cross-Sector,Waste Disposed: Composted,Amount of waste disposed by the organization through composting during the reporting period.,Submetric,Flow,Unit of Measure (PD1602)
OI8357,Operational Impact,Environmental Performance,Cross-Sector,Waste Disposed: Incinerated,Amount of waste disposed by the organization through incineration during the reporting period.,Submetric,Flow,Unit of Measure (PD1602)
OI4483,Operational Impact,Environmental Performance,Cross-Sector,Waste Disposed: Landfill,Amount of waste disposed by the organization through landfills during the reporting period.,Submetric,Flow,Unit of Measure (PD1602)
OI2535,Operational Impact,Environmental Performance,Cross-Sector,Waste Disposed: Recycled/Reused,Amount of waste disposed by the organization through reuse and recycling during the reporting period.,Submetric,Flow,Unit of Measure (PD1602)
OI8843,Operational Impact,Environmental Performance,Cross-Sector,Waste Disposed: Other,Amount of waste disposed by the organization through other means during the reporting period.,Submetric,Flow,Unit of Measure (PD1602)
OI6709,Operational Impact,Environmental Performance,Cross-Sector,Waste Produced: Total,Amount of waste created by the organization's operations during the reporting period.,Metric,Flow,Unit of Measure (PD1602)
OI1346,Operational Impact,Environmental Performance,Cross-Sector,Waste Produced: Hazardous Waste ,Amount of hazardous waste created by the organization's operations during the reporting period. ,Submetric,Flow,Unit of Measure (PD1602)
OI7442,Operational Impact,Environmental Performance,Cross-Sector,Waste Produced: Non-Hazardous Waste ,Amount of non-hazardous waste created by the organization's operations during the reporting period.,Submetric,Flow,Unit of Measure (PD1602)
OI7920,Operational Impact,Environmental Performance,Cross-Sector,Waste Reductions,"Amount of waste reductions achieved by the organization during the reporting period through programs for substitution  recycling or recovery. 

Organizations should footnote calculations and assumptions.",Metric,Flow,Unit of Measure (PD1602)
OI9412,Operational Impact,Environmental Performance,Cross-Sector,Wastewater Treatment,"Amount of wastewater treated by the organization during the reporting period that is derived from its productive processes.

Organizations should footnote calculations and assumptions.",Metric,Flow,Unit of Measure (PD1602)
OI4015,Operational Impact,Environmental Performance,Cross-Sector,Water Conservation,"Amount of reduced water usage achieved as a result of the organization's water conservation efforts during the reporting period. 

Organizations should footnote conservation strategies employed and calculation method.",Metric,Flow,Unit of Measure (PD1602)
OI1697,Operational Impact,Environmental Performance,Cross-Sector,Water Use: Total,Amount of water used for the organization's operations during the reporting period  including uses for productive processes such as packaging  manufacturing  and for human consumption.,Metric,Flow,Unit of Measure (PD1602)
OI3031,Operational Impact,Environmental Performance,Cross-Sector,Water Use: Municipal,Amount of water drawn from municipal water sources for the organization's operations during the reporting period  including uses for productive processes such as packaging  manufacturing  and for human consumption.,Submetric,Flow,Unit of Measure (PD1602)
OI6721,Operational Impact,Environmental Performance,Cross-Sector,Water Use: Rainwater ,Amount of rainwater used for the organization's operations during the reporting period  including uses for productive processes such as packaging  manufacturing  and for human consumption.,Submetric,Flow,Unit of Measure (PD1602)
OI1927,Operational Impact,Environmental Performance,Cross-Sector,Water Use: Recycled,Amount of recycled water used for the organization's operations during the reporting period  including uses for productive processes such as packaging  manufacturing  and for human consumption.,Submetric,Flow,Unit of Measure (PD1602)
OI8828,Operational Impact,Environmental Performance,Cross-Sector,Water Use: Wastewater,Amount of wastewater used for the organization's operations during the reporting period  including uses for productive processes such as packaging  manufacturing  and for human consumption.,Submetric,Flow,Unit of Measure (PD1602)
OI5929,Operational Impact,Environmental Policies,Cross-Sector,Biodiversity Assessment,"Indicate whether the organization has undertaken any biodiversity-related assessments to evaluate the biological diversity present on the land that is directly or indirectly controlled by the organization.

Organizations should footnote specific assessments undertaken.",Metric,Stock,Yes/No
OI1254,Operational Impact,Environmental Policies,Cross-Sector,Environmental Management System,"Indicate whether the organization has an environmental management system in place. 

Organizations should footnote the relevant details about their environmental management system.",Metric,Stock,Yes/No
OI6765,Operational Impact,Environmental Policies,Cross-Sector,Green Building Practices,"Indicate whether the organization employs green building practices. 

Organizations should footnote the specific green building practices employed by the organization. ",Metric,Stock,Yes/No
OI7365,Operational Impact,Environmental Policies,Cross-Sector,Water Management,"Indicate whether the organization employs management practices for water quality protection.

Organizations should footnote the specific details of their water management practices. ",Metric,Stock,Yes/No
OI7860,Operational Impact,Environmental Policies,Cross-Sector,Wastewater Treatment Compliance,Indicate whether the organization's practices related to discharge of wastewater comply with local legal requirements.,Metric,Stock,Yes/No
OI1075,Operational Impact,Governance & Ownership,Cross-Sector,Board of Directors: Total,Number of members of the organization's board of directors or other governing body  as of the end of the reporting period.,Metric,Stock,Number of people
OI8118,Operational Impact,Governance & Ownership,Cross-Sector,Board of Directors: Female,Number of female members of the organization's board of directors or other governing body  as of the end of the reporting period.,Submetric,Stock,Number of people
OI6696,Operational Impact,Governance & Ownership,Cross-Sector,Board of Directors: Minority/Previously Excluded,Number of board of directors or other governing body members who belong to minority or previously excluded groups  as of the end of the reporting period. ,Submetric,Stock,Number of people
OI4070,Operational Impact,Governance & Ownership,Cross-Sector,Board of Directors: Independent,Number of independent board members of the organization's board of directors or governing body  as of the end of the reporting period. ,Submetric,Stock,Number of people
OI3630,Operational Impact,Governance & Ownership,Cross-Sector,Meeting Frequency of Board of Directors,"Frequency of board of directors or governing body meetings (virtual meetings should be included in this count). Select one: 
- Annually 
- Semi-annually 
- Quarterly 
- Other ",Metric,Stock,Selection
OI2840,Operational Impact,Governance & Ownership,Cross-Sector,Female Ownership,Percentage of the organization that is female-owned  as of the end of the reporting period.,Metric,Stock,Decimal
OI7194,Operational Impact,Governance & Ownership,Cross-Sector,Minority/Previously Excluded Ownership,Percentage of the organization that is owned by individuals who belong to minority or previously excluded groups  as of the end of the reporting period.,Metric,Stock,Decimal
OI2330,Operational Impact,Governance & Ownership,Cross-Sector,Governance Policies,Indicate whether the organization has written corporate governance policies that have been communicated to stakeholders.,Metric,Stock,Yes/No
OI1984,Operational Impact,Governance & Ownership,Cross-Sector,Social and Environmental Board Committee,Indicate whether there is a formal board of directors committee dedicated to social and environmental performance.,Metric,Stock,Yes/No
OI4432,Operational Impact,Social Policies,Cross-Sector,Child Labor Policy,Indicate whether the organization has a written child labor policy in line with International Labour Organization (ILO) standards.,Metric,Stock,Yes/No
OI5049,Operational Impact,Social Policies,Cross-Sector,Client Feedback,"Indicate whether the organization has a feedback system to solicit client feedback and an established procedure and/or committee to deal with client feedback.

Organizations should footnote the process and frequency by which they obtain client feedback.",Metric,Stock,Yes/No
OI4753,Operational Impact,Social Policies,Cross-Sector,Client Protection Policy,"Indicate whether the organization has a written policy for client protection with mechanisms to ensure compliance.

Organizations should footnote the relevant details about their client protection policy.",Metric,Stock,Yes/No
OI4324,Operational Impact,Social Policies,Cross-Sector,Community Service,Indicate whether the organization has a written community service policy.,Metric,Stock,Yes/No
OI2596,Operational Impact,Social Policies,Cross-Sector,Conflict of Interest Policy,Indicate whether the organization has a written policy to monitor and disclose any potential conflicts of interest between the company  board members  owners  or material investors.,Metric,Stock,Yes/No
OI3601,Operational Impact,Social Policies,Cross-Sector,Employee Feedback,"Indicate whether the organization has a system in place to solicit feedback from employees. 

Organizations should footnote the relevant details about the employee feedback system. ",Metric,Stock,Yes/No
OI5102,Operational Impact,Social Policies,Cross-Sector,Employee Policy Documentation,"Indicate which employee policy documentation is provided by the organization to its employees. Select all that apply:
- Employee handbook
- Discrimination/harassment policy
- Code of ethics",Metric,Stock,Selection
OI2742,Operational Impact,Social Policies,Cross-Sector,Employment Benefits,"Indicate which benefits are provided to full-time employees. Select all that apply: 
- Health Insurance
- Dental Insurance
- Disability Coverage
- Life Insurance
- Maternity/Paternity Leave
- Retirement Provisions
- Stock Ownership
- Other (footnote)",Metric,Stock,Selection
OI4884,Operational Impact,Social Policies,Cross-Sector,Fair Career Advancement Practices ,"Indicate whether the organization has a written policy to support progression/promotion of employees fairly and equally. 

Organizations should footnote the personal characteristics explicitly referenced in the organization's fair career advancement policies. ",Metric,Stock,Yes/No
OI3819,Operational Impact,Social Policies,Cross-Sector,Fair Compensation Practices,"Indicate whether the organization has a written policy to compensate employees fairly and equally. 

Organizations should footnote the personal characteristics explicitly referenced in the organization's fair compensation policies. ",Metric,Stock,Yes/No
OI9478,Operational Impact,Social Policies,Cross-Sector,Fair Dismissal Policy,Indicate whether the organization has a written policy and practice of ensuring fair dismissal of employees according to International Labor Organization (ILO) standards.,Metric,Stock,Yes/No
OI1150,Operational Impact,Social Policies,Cross-Sector,Fair Hiring/Recruiting Practices,"Indicate whether the organization has a written employment policy to recruit employees fairly and equally. 

Organizations should footnote the characteristics explicitly referenced in the organization's employment policies. ",Metric,Stock,Yes/No
OI5164,Operational Impact,Social Policies,Cross-Sector,Financial Statement Review,Indicate whether it is the organization's policy to produce financial statements that are verified annually by a certified independent auditor.,Metric,Stock,Yes/No
OI1503,Operational Impact,Social Policies,Cross-Sector,Healthcare Benefits Premium Covered,Percentage of a full-time employee's healthcare premium that is covered. This should be based on benefits available to full-time employees as of the end of the reporting period. ,Metric,Stock,Decimal
OI9379,Operational Impact,Social Policies,Cross-Sector,Local Compliance,Indicate whether the organization has been found to be out of compliance with any local labor  tax  or environmental regulations during the reporting period.,Metric,Flow,Yes/No
OI8113,Operational Impact,Social Policies,Cross-Sector,Market Research on Clients,"Indicate whether the organization uses market research to identify the needs of clients and potential clients.

Organizations should footnote the process and frequency with which they conduct market research.",Metric,Stock,Yes/No
OI1120,Operational Impact,Social Policies,Cross-Sector,Operational Certifications,List the third-party certifications held by the organization that are related to its business processes and practices and that are valid as of the end of the reporting period.,Metric,Stock,Text
OI9088,Operational Impact,Social Policies,Cross-Sector,Sexual Harassment Policy,Indicate whether the organization has a written policy and practice to combat sexual harassment of employees in line with internationally-recognized standards.,Metric,Stock,Yes/No
OI4739,Operational Impact,Social Policies,Cross-Sector,Supplier Evaluation,"Indicate whether the organization considers social and environmental performance when evaluating suppliers.

Organizations should footnote the type of factors taken under consideration.",Metric,Stock,Yes/No
OI8001,Operational Impact,Social Policies,Cross-Sector,Worker Safety,"Indicate whether the organization has systems and policies in place to monitor  evaluate and ensure worker safety. 

Organizations should footnote details around these systems and policies including information on safety training  protection gear required  testing of equipment  posting of signs  etc. ",Metric,Stock,Yes/No
OI7390,Operational Impact,Training & Assessment,Cross-Sector,Employee Training Costs: Total,Value of the costs incurred by the organization as a result of training provided to employees (full-time  part-time  or temporary) during the reporting period. ,Metric,Flow,Reporting Currency (OD5990)
OI7877,Operational Impact,Training & Assessment,Cross-Sector,Employee Training Hours: Total,"Number of training hours provided for employees (full-time  part-time  or temporary) during the reporting period.

Organizations should footnote the types of training provided  particularly those that lead to recognized certifications.",Metric,Flow,Number of hours
OI4229,Operational Impact,Training & Assessment,Cross-Sector,Employees Trained: Total,"Number of employees (full-time  part-time  or temporary) who were trained through programs provided by the organization (both internally and externally) during the reporting period.

Organizations should footnote the types of training provided and duration of training  with particular emphasis on those that lead to recognized certifications.",Metric,Flow,Number of people
OD4108,Organizational Description,Impact Objectives,Cross-Sector,Environmental Impact Objectives,"Environmental impact objectives pursued by the organization. Select all that apply: 
- Biodiversity conservation
- Energy and fuel efficiency
- Natural resources conservation
- Pollution prevention & waste management
- Sustainable energy
- Sustainable land use
- Water resources management",Metric,Stock,Selection
OD6247,Organizational Description,Impact Objectives,Cross-Sector,Social Impact Objectives,"Social impact objectives pursued by the organization. Select all that apply:
- Access to clean water
- Access to education 
- Access to energy
- Access to financial services
- Access to information
- Affordable housing
- Agricultural productivity
- Capacity-building
- Community development
- Conflict resolution
- Disease-specific prevention and mitigation 
- Employment generation
- Equality and empowerment
- Food security
- Generate funds for charitable giving
- Health improvement
- Human rights protection or expansion
- Income/productivity growth
",Metric,Stock,Selection
OD2735,Organizational Description,Impact Objectives,Cross-Sector,Mission Statement,The mission statement of the organization.,Metric,Stock,Text
OD8350,Organizational Description,Organizational Information,Cross-Sector,Customer Model,"Customer model. Select all that apply: 
- Business to Business (B2B)
- Business to Consumer (B2C)
- Business to Government (B2G)",Metric,Stock,Selection
OD2999,Organizational Description,Organizational Information,Cross-Sector,Legal Structure,"Legal structure of the organization. Select one: 
- Benefit Corporation
- Co-op
- Corporation
- Limited Liability Company
- Non-Profit/Non-Governmental Organization
- Partnership
- Sole-proprietorship
- Other",Metric,Stock,Selection
OD6855,Organizational Description,Organizational Information,Cross-Sector,Location of Organization's Headquarters,Address of the organization's legally incorporated headquarters. ,Metric,Stock,Text
OD1777,Organizational Description,Organizational Information,Cross-Sector,Location of Organization's Operating Facilities,Address of the organization's operating facilities.,Metric,Stock,Text (multiple entries possible)
OD5828,Organizational Description,Organizational Information,Cross-Sector,Name of Organization,Name of the organization.,Metric,Stock,Text
OD6306,Organizational Description,Organizational Information,Cross-Sector,Operational Model,"Operational model of the organization. Select all that apply: 
- Production/Manufacturing: Production and/or manufacturing of goods (e.g.  farming  construction  manufacturing) 
- Processing/Packaging: Processing and/or packaging of goods (can include both raw materials  such as wheat  or secondary materials/goods) 
- Distribution: Delivery of good or service to the target audience  whether through traditional transport (e.g.  vehicle  rail  air) or infrastructure (electric grid operator) 
- Wholesale/Retail: Intermediary organization that purchases goods and sells them to new target customers 
- Services: Services such as education  health  communication  transportation  social services  etc.
- Financial Services: Financial products and services ",Metric,Stock,Selection
OD7796,Organizational Description,Organizational Information,Cross-Sector,Organization Web Address,Web address (URL) of the organization.,Metric,Stock,Text
PD3017,Product Description,Product/Service Information,Cross-Sector,Product/Service Type,"Primary sector(s) that define the organization's economic activity/operations. Select all that apply:
- Agriculture  forestry and fishing
- Energy  mining and quarrying
- Manufacturing
- Electricity  gas  steam and air conditioning supply
- Water supply; sewerage  waste management and remediation activities
- Construction
- Wholesale and retail trade; repair of motor vehicles and motorcycles
- Transportation and storage
- Accommodation and food service activities
- Information and communication
- Financial and insurance activities
- Real estate activities 
- Professional  scientific and technical activities
- Administrative and support service activities
- Public administration and defense; compulsory social security
- Education
- Human health and social work activities
- Arts  entertainment and recreation
- Other service activities
- Activities of households as employers; undifferentiated goods - and services-producing activities of households for own use
- Activities of extraterritorial organizations and bodies
- Environmental Management
- Other (footnote)

Source: UN -International Standard Industrial Classification of All Economic Activities  Rev.4 
http://unstats.un.org/unsd/cr/registry/regcst.asp?Cl=27",Metric,Stock,Selection
PD1516,Product Description,Product/Service Information,Cross-Sector,Product/Service Detailed Type,Detailed type of product or service provided by the organization. Select one from the Excel Detailed List tab.,Metric,Stock,Selection
PD7899,Product Description,Product/Service Information,Cross-Sector,Product/Service Description,Description of the product or service provided by the organization.,Metric,Stock,Text
PD8808,Product Description,Product/Service Information,Cross-Sector,Sector Focus,"Indicate the sector(s) in which the organization focuses and seeks to influence. Select all that apply:
- Agriculture
- Artisanal
- Culture
- Education
- Energy
- Environment
- Financial Services
- Health
- Housing and Community Development
- Information and Communication Technologies (ICT)
- Infrastructure/ Facilities Development
- Land Conservation
- Microinsurance
- Supply Chain Services
- Technical Assistance Services
- Tourism
- Water
- Other",Metric,Stock,Selection
OD3520,Organizational Description,Organizational Information,Cross-Sector,Year Founded,Year the organization was founded.,Metric,Flow,Date
OD3725,Organizational Description,Report Information,Cross-Sector,IRIS ID,IRIS ID of the organization reporting data.,Metric,Stock,Number
OD6951,Organizational Description,Report Information,Cross-Sector,Report Start Date,Start date of the reporting period for which the organization is providing data.,Metric,Stock,Date
OD7111,Organizational Description,Report Information,Cross-Sector,Report End Date,End date of the reporting period for which the organization is providing data.,Metric,Stock,Date
OD5990,Organizational Description,Report Information,Cross-Sector,Reporting Currency,"The national currency used to report currency figures for this IRIS report. 

Indicate based on the International Organization for Standardization (ISO) Currency List. Select one from the Excel Detailed List tab.",Metric,Stock,Selection of 3 letter code
PD1602,Product Description,Report Information,Cross-Sector,Unit of Measure,"Unit of measure for reporting the units sold  produced  exported  or installed by the organization. 

Select one:
 - Hectares
 - Hours
 - Kilograms
 - Km
 - kWh
 - Licenses
 - Liters
 - Square feet
 - Square meters
 - Metric tonnes
 - Pounds
- Quintile
- Tons
- Transactions
- Units

Note: Several indicators are reported in conjunction with this indicator  for example Units Sold (PI1263).",Metric,Flow,Selection
OI5101,Product Description,Environmental Policies,Cross-Sector,Biodegradable Materials,Amount of biodegradable materials used in the organization's products (including packaging) during the reporting period.,Metric,Flow,Unit of Measure (PD1602)
PD4587,Product Description,Product/Service Information,Cross-Sector,Product Lifetime,"Lifetime of the product provided by the organization (based on reasonable use). 

Organizations should footnote the method used for estimating life span (e.g. research & development  field test  customer surveys).",Metric,Flow,Number of years
PD2756,Product Description,Product/Service Information,Cross-Sector,Product/Service Certifications,"Indicate third-party certifications for products/services sold by the organization  that are valid as of the end of the reporting period. 

Organization should footnote the certification name  certifying body  and date since the product/service has been continuously certified  for all product/service level certifications obtained by the organization.",Metric,Stock,Text
PD9364,Product Description,Product/Service Information,Cross-Sector,Recycled Materials Ratio,Percentage of recycled materials used to manufacture the organization’s product (including packaging)/services  during the reporting period.,Metric,Flow,Decimal
PD2587,Product Description,Target Beneficiaries,Cross-Sector,Client Locations,Countries where the organization's products/services are purchased/used. Select all that apply from the Excel Detailed List tab.,Metric,Stock,Selection
PD7993,Product Description,Target Beneficiaries,Cross-Sector,Client Type,"Types of entities that are buyers or recipients of the organization's products/services. Select all that apply:
- Individuals
- Households
- Microenterprises
- Small-to-Medium Enterprises
- Large Enterprises
- Non-profit / Non-Governmental Organizations
- Governmental Organizations
- Other (footnote)",Metric,Stock,Selection
PD6806,Product Description,Target Beneficiaries,Cross-Sector,Client State/Province/Region,States or provinces where the organization's products/services are purchased/used. In countries where state postal abbreviations exist  use appropriate codes (e.g.  New York  USA = NY or Andhra Pradesh  India= AP). ,Metric,Stock,Text
PD3569,Product Description,Target Beneficiaries,Cross-Sector,Poverty Assessment,"Indicate whether the organization assesses the poverty levels of its intended beneficiaries. 

Organizations should footnote the details around the frequency and ways in which poverty levels are assessed and the type of beneficiary (clients  suppliers  distributors  etc.) assessed.",Metric,Stock,Yes/No
PD4565,Product Description,Target Beneficiaries,Cross-Sector,Supplier Locations,Countries where the organization's suppliers are located. Select all that apply from the Excel Detailed List tab.,Metric,Stock,Selection
PD5752,Product Description,Target Beneficiaries,Cross-Sector,Target Beneficiary Demographic,"Demographic groups of beneficiaries targeted by the organization. Select all that apply:
- Children (younger than 10 years old)
- Adolescents (10 year of age or older but younger than 19)
- Adults
- Elderly/older adults
- Persons with disabilities
- Minority/previously excluded populations
- Women
- Pregnant women
- Other at risk populations
- Other target populations",Metric,Stock,Selection
PD6384,Product Description,Target Beneficiaries,Cross-Sector,Target Beneficiary Setting,"Setting of the groups of beneficiaries targeted by the organization.  Select all that apply:
- Rural
- Urban
- Peri-urban
",Metric,Stock,Selection
PD2541,Product Description,Target Beneficiaries,Cross-Sector,Target Beneficiary Socioeconomics,"Socioeconomic groups of beneficiaries targeted by the organization.  Select all that apply:
- Very poor 
- Poor 
- Low income 
- Other",Metric,Stock,Selection
PI2758,Product Impact,Distributor Information,Cross-Sector,Distributor Individual: Total,Number of individuals who serve as distributors of the organization’s products/services during the reporting period. ,Metric,Flow,Number of people
PI6659,Product Impact,Distributor Information,Cross-Sector,Distributor Individual: Female,Number of female individuals who serve as distributors of the organization’s products/services during the reporting period. ,Submetric,Flow,Number of people
PI9516,Product Impact,Distributor Information,Cross-Sector,Distributor Individual: Poor,Number of poor individuals who serve as distributors of the organization’s products/services during the reporting period. ,Submetric,Flow,Number of people
PI9113,Product Impact,Distributor Information,Cross-Sector,Distributor Individual: Very Poor,Number of very poor individuals who serve as distributors to sell the organization’s products/services during the reporting period.,Submetric,Flow,Number of people
PI2125,Product Impact,Distributor Information,Cross-Sector,Distributor Individual: Low Income,Number of low income individuals who served as distributors of the organization’s products/services during the reporting period. ,Submetric,Flow,Number of people
PI3972,Product Impact,Distributor Information,Cross-Sector,Distributor Individual: Rural,Number of individuals in rural areas who served as distributors of the organization’s products/services during the reporting period. ,Submetric,Flow,Number of people
PI8982,Product Impact,Distributor Information,Cross-Sector,Distributor Individual: Urban,Number of individuals in urban areas who served as distributors of the organization’s products/services during the reporting period. ,Submetric,Flow,Number of people
PI3995,Product Impact,Distributor Information,Cross-Sector,Distributor Individual: Peri-urban,Number of individuals in peri-urban areas who served as distributors of the organization’s products/services during the reporting period. ,Submetric,Flow,Number of people
PI1160,Product Impact,Distributor Information,Cross-Sector,Distributor Individual: Disabilities,Number of individuals with disabilities who served as distributors of the organization’s products/services during the reporting period. ,Submetric,Flow,Number of people
PI8470,Product Impact,Distributor Information,Cross-Sector,Distributor Individual: Minority/Previously Excluded,Number of individuals who belong to minority or previously excluded groups and served as distributors of the organization’s products/services during the reporting period. ,Submetric,Flow,Number of people
PI4881,Product Impact,Distributor Information,Cross-Sector,Distributors Individual Earnings: Total,Earnings generated by individual distributors from selling the organization's products/services during the reporting period.,Metric,Flow,Reporting Currency (OD5990)
PI2551,Product Impact,Distributor Information,Cross-Sector,Distributors Individual Earnings: Female,"Earnings generated by female individual distributors from selling the organization's products/services  during the reporting period.
",Submetric,Flow,Reporting Currency (OD5990)
PI3962,Product Impact,Distributor Information,Cross-Sector,Distributors Individual Earnings: Poor,"Earnings generated by poor individual distributors from selling the organization's products/services  during the reporting period.
",Submetric,Flow,Reporting Currency (OD5990)
PI5391,Product Impact,Distributor Information,Cross-Sector,Distributors Individual Earnings: Very Poor,"Earnings generated by very poor individual distributors from selling the organization's products/services  during the reporting period.
",Submetric,Flow,Reporting Currency (OD5990)
PI2594,Product Impact,Distributor Information,Cross-Sector,Distributors Individual Earnings: Low Income,"Earnings generated by low income individual distributors from selling the organization's products/services  during the reporting period.
",Submetric,Flow,Reporting Currency (OD5990)
PI8943,Product Impact,Distributor Information,Cross-Sector,Distributors Individual Earnings: Rural,"Earnings generated by individual distributors in rural areas from selling the organization's products/services  during the reporting period.
",Submetric,Flow,Reporting Currency (OD5990)
PI9676,Product Impact,Distributor Information,Cross-Sector,Distributors Individual Earnings: Urban,"Earnings generated by individual distributors in urban areas from selling the organization's products/services  during the reporting period.
",Submetric,Flow,Reporting Currency (OD5990)
PI9973,Product Impact,Distributor Information,Cross-Sector,Distributors Individual Earnings: Peri-urban,"Earnings generated by individuals distributors in peri-urban areas from selling the organization's products/services  during the reporting period.
",Submetric,Flow,Reporting Currency (OD5990)
PI4341,Product Impact,Distributor Information,Cross-Sector,Distributors Individual Earnings: Disabilities,"Earnings generated by individual distributors with disabilities from selling the organization's products/services during the reporting period.
",Submetric,Flow,Reporting Currency (OD5990)
PI9654,Product Impact,Distributor Information,Cross-Sector,Distributors Individual Earnings: Minority/Previously Excluded,"Earnings generated by individuals who belong to minority or previously excluded groups from selling the organization's products/services during the reporting period.
",Submetric,Flow,Reporting Currency (OD5990)
PI1060,Product Impact,Distributor Information,Cross-Sector,Distributor Organization: Total,Number of enterprises that served as distributors of the organization’s products/services during the reporting period. ,Metric,Flow,Number of organizations
PI8415,Product Impact,Distributor Information,Cross-Sector,Distributor Organization: Microenterprises,Number of microenterprises that served as distributors of the organization’s products/services during the reporting period. ,Submetric,Flow,Number of organizations
PI9401,Product Impact,Distributor Information,Cross-Sector,Distributor Organization: SME,Number of small-to-medium enterprises (SMEs) that served as distributors of the organization’s products/services during the reporting period. ,Submetric,Flow,Number of organizations
PI6218,Product Impact,Distributor Information,Cross-Sector,Distributors Organization Earnings: Total,"Earnings generated by distributor enterprises from selling the organization's products/services during the reporting period.
",Metric,Flow,Reporting Currency (OD5990)
PI8021,Product Impact,Distributor Information,Cross-Sector,Distributors Organization Earnings: Microenterprise,Earnings generated by microenterprise distributors from selling the organization's products/services  during the reporting period.,Submetric,Flow,Reporting Currency (OD5990)
PI2888,Product Impact,Distributor Information,Cross-Sector,Distributors Organization Earnings: SME,Earnings generated by small-to-medium enterprise (SME) distributors from selling the organization's products/services  during the reporting period.,Submetric,Flow,Reporting Currency (OD5990)
PI2998,Product Impact,Quantity & Reach,Cross-Sector,Individuals Receiving Training: Total,"Number of individuals who received training offered by the organization during the reporting period.

Organizations should footnote the type and extent of training provided.",Metric,Flow,Number of people
PI7997,Product Impact,Quantity & Reach,Cross-Sector,Individuals Receiving Training: Group-Based Training,Number of individuals who received group-based training from the organization during the reporting period.,Submetric,Flow,Number of people
PI5352,Product Impact,Quantity & Reach,Cross-Sector,Individuals Receiving Training: Technical Assistance,Number of individuals who received one-on-one technical assistance from the organization during the reporting period.,Submetric,Flow,Number of people
PI6065,Product Impact,Quantity & Reach,Cross-Sector,Organizations Receiving Training,"Number of organizations that received training from the reporting organization during the reporting period.

Organizations should footnote the type and extent of training provided.",Metric,Flow,Number of organizations
PI1263,Product Impact,Quantity & Reach,Cross-Sector,Units/Volume Sold: Total,"Amount of the product/service sold by the organization during the reporting period.
",Metric,Flow,Unit of Measure (PD1602)
PI9029,Product Impact,Quantity & Reach,Cross-Sector,Units/Volume Sold: Exported,Amount of the product/service exported internationally by the organization  during the reporting period.,Submetric,Flow,Unit of Measure (PD1602)
PI7289,Product Impact,Quantity & Reach,Cross-Sector,Units/Volume Sold: Certified,Amount of the product sold by the organization as certified during the reporting period.,Submetric,Flow,Unit of Measure (PD1602)
PI8454,Product Impact,Quantity & Reach,Cross-Sector,Units/Volume Sold: No Direct Payment,Amount of the product/service sold during the reporting period where no direct payment was provided to the organization at the time of service but for which the organization expects to be reimbursed.,Submetric,Flow,Unit of Measure (PD1602)
PI8329,Product Impact,Quantity & Reach,Cross-Sector,Units/Volume Sold: Free,Amount of the product/service provided by the organization for free during the reporting period. ,Submetric,Flow,Unit of Measure (PD1602)
PI1290,Product Impact,Quantity & Reach,Cross-Sector,Units/Volume Produced,Amount of the product/service produced by the organization during the reporting period. ,Metric,Flow,Unit of Measure (PD1602)
PI5350,Product Impact,Supplier Information,Cross-Sector,Supplier Individuals: Total,Number of individuals who sold goods or services to the organization during the reporting period.,Metric,Flow,Number of people
PI1728,Product Impact,Supplier Information,Cross-Sector,Supplier Individuals: Female,Number of female individuals who sold goods or services to the organization during the reporting period.,Submetric,Flow,Number of people
PI2242,Product Impact,Supplier Information,Cross-Sector,Supplier Individuals: Poor,Number of poor individuals who sold goods or services to the organization during the reporting period.,Submetric,Flow,Number of people
PI8337,Product Impact,Supplier Information,Cross-Sector,Supplier Individuals: Very Poor,Number of very poor individuals who sold goods or services to the organization during the reporting period.,Submetric,Flow,Number of people
PI8819,Product Impact,Supplier Information,Cross-Sector,Supplier Individuals: Low Income,Number of low income individuals who sold goods or services to the organization during the reporting period.,Submetric,Flow,Number of people
PI2566,Product Impact,Supplier Information,Cross-Sector,Supplier Individuals: Rural ,Number of individuals  living in rural areas  who sold goods or services to the organization during the reporting period.,Submetric,Flow,Number of people
PI6179,Product Impact,Supplier Information,Cross-Sector,Supplier Individuals: Urban,Number of individuals  living in urban areas  who sold goods or services to the organization during the reporting period.,Submetric,Flow,Number of people
PI6085,Product Impact,Supplier Information,Cross-Sector,Supplier Individuals: Peri-urban ,Number of individuals  living in peri-urban areas  who sold goods or services to the organization during the reporting period.,Submetric,Flow,Number of people
PI6189,Product Impact,Supplier Information,Cross-Sector,Supplier Individuals: Disabilities,Number of individuals with disabilities who sold goods or services to the organization during the reporting period.,Submetric,Flow,Number of people
PI9261,Product Impact,Supplier Information,Cross-Sector,Supplier Individuals: Minorities/Previously Excluded,Number of individuals who belong to minority or previously excluded groups and who sold goods or services to the organization during the reporting period.,Submetric,Flow,Number of people
PI9991,Product Impact,Supplier Information,Agriculture,Supplier Individuals: Smallholder,Number of smallholder farmers who sold to the organization during the reporting period.,Submetric,Flow,Number of people
PI1492,Product Impact,Supplier Information,Cross-Sector,Payments to Supplier Individuals: Total,Value of payments made by the organization to individuals who sold to the organization during the reporting period.,Metric,Flow,Reporting Currency (OD5990)
PI2302,Product Impact,Supplier Information,Cross-Sector,Payments to Supplier Individuals: Female,Value of payments made by the organization to female individuals who sold goods or services to the organization during the reporting period.,Submetric,Flow,Reporting Currency (OD5990)
